policy,true_class,predicted_class,rows
scorer_only,benign,ransomware,7925
scorer_only,benign,scanning,220
scorer_only,benign,xss,110596
scorer_only,ddos,backdoor,0
scorer_only,ddos,benign,2499
scorer_only,ddos,ddos,99719
scorer_only,ddos,dos,209
scorer_only,ddos,injection,764
scorer_only,ddos,mitm,87
scorer_only,ddos,password,4
scorer_only,ddos,ransomware,0
scorer_only,ddos,scanning,7
scorer_only,ddos,xss,49
scorer_only,dos,backdoor,0
scorer_only,dos,benign,286
scorer_only,dos,ddos,0
scorer_only,dos,dos,22094
scorer_only,dos,injection,0
scorer_only,dos,mitm,29
scorer_only,dos,password,0
scorer_only,dos,ransomware,0
scorer_only,dos,scanning,0
scorer_only,dos,xss,49
scorer_only,injection,backdoor,0
scorer_only,injection,benign,1331
scorer_only,injection,ddos,180
scorer_only,injection,dos,13
scorer_only,injection,injection,66309
scorer_only,injection,mitm,276
scorer_only,injection,password,301
scorer_only,injection,ransomware,0
scorer_only,injection,scanning,16
scorer_only,injection,xss,465
scorer_only,mitm,backdoor,0
scorer_only,mitm,benign,97
scorer_only,mitm,ddos,0
scorer_only,mitm,dos,0
scorer_only,mitm,injection,1
scorer_only,mitm,mitm,1062
scorer_only,mitm,password,1
scorer_only,mitm,ransomware,0
scorer_only,mitm,scanning,0
scorer_only,mitm,xss,0
scorer_only,password,backdoor,0
scorer_only,password,benign,154
scorer_only,password,ddos,44
scorer_only,password,dos,0
scorer_only,password,injection,292
scorer_only,password,mitm,52
scorer_only,password,password,210364
scorer_only,password,ransomware,0
scorer_only,password,scanning,1
scorer_only,password,xss,44
scorer_only,ransomware,backdoor,0
scorer_only,ransomware,benign,11
scorer_only,ransomware,ddos,8
scorer_only,ransomware,dos,0
scorer_only,ransomware,injection,0
scorer_only,ransomware,mitm,0
scorer_only,ransomware,password,2
scorer_only,ransomware,ransomware,648
scorer_only,ransomware,scanning,9
scorer_only,ransomware,xss,31
scorer_only,scanning,backdoor,0
scorer_only,scanning,benign,1732
scorer_only,scanning,ddos,12
scorer_only,scanning,dos,2
scorer_only,scanning,injection,4
scorer_only,scanning,mitm,6
scorer_only,scanning,password,0
scorer_only,scanning,ransomware,0
scorer_only,scanning,scanning,4270
scorer_only,scanning,xss,3
scorer_only,xss,backdoor,0
scorer_only,xss,benign,12704
scorer_only,xss,ddos,569
scorer_only,xss,dos,8
scorer_only,xss,injection,2756
scorer_only,xss,mitm,36
scorer_only,xss,password,66
scorer_only,xss,ransomware,0
scorer_only,xss,scanning,34
scorer_only,xss,xss,327681
scorer_verifier,backdoor,backdoor,39998
scorer_verifier,backdoor,benign,24
scorer_verifier,backdoor,ddos,2
scorer_verifier,backdoor,dos,0
scorer_verifier,backdoor,injection,0
scorer_verifier,backdoor,mitm,6
scorer_verifier,backdoor,password,0
scorer_verifier,backdoor,ransomware,0
scorer_verifier,backdoor,scanning,0
scorer_verifier,backdoor,xss,0
scorer_verifier,benign,backdoor,67
scorer_verifier,benign,benign,1272038
scorer_verifier,benign,ddos,1155
scorer_verifier,benign,dos,128
scorer_verifier,benign,injection,3252
scorer_verifier,benign,mitm,28819
scorer_verifier,benign,password,50556
scorer_verifier,benign,ransomware,7923
scorer_verifier,benign,scanning,114
scorer_verifier,benign,xss,110250
scorer_verifier,ddos,backdoor,0
scorer_verifier,ddos,benign,2503
scorer_verifier,ddos,ddos,99718
scorer_verifier,ddos,dos,208
scorer_verifier,ddos,injection,764
scorer_verifier,ddos,mitm,87
scorer_verifier,ddos,password,4
scorer_verifier,ddos,ransomware,0
scorer_verifier,ddos,scanning,5
scorer_verifier,ddos,xss,49
scorer_verifier,dos,backdoor,0
scorer_verifier,dos,benign,317
scorer_verifier,dos,ddos,0
scorer_verifier,dos,dos,22063
scorer_verifier,dos,injection,0
scorer_verifier,dos,mitm,29
scorer_verifier,dos,password,0
scorer_verifier,dos,ransomware,0
scorer_verifier,dos,scanning,0
scorer_verifier,dos,xss,49
scorer_verifier,injection,backdoor,0
scorer_verifier,injection,benign,1335
scorer_verifier,injection,ddos,180
scorer_verifier,injection,dos,13
scorer_verifier,injection,injection,66303
scorer_verifier,injection,mitm,278
scorer_verifier,injection,password,301
scorer_verifier,injection,ransomware,0
scorer_verifier,injection,scanning,16
scorer_verifier,injection,xss,465
scorer_verifier,mitm,backdoor,0
scorer_verifier,mitm,benign,97
scorer_verifier,mitm,ddos,0
scorer_verifier,mitm,dos,0
scorer_verifier,mitm,injection,1
scorer_verifier,mitm,mitm,1062
scorer_verifier,mitm,password,1
scorer_verifier,mitm,ransomware,0
scorer_verifier,mitm,scanning,0
scorer_verifier,mitm,xss,0
scorer_verifier,password,backdoor,0
scorer_verifier,password,benign,154
scorer_verifier,password,ddos,44
scorer_verifier,password,dos,0
scorer_verifier,password,injection,292
scorer_verifier,password,mitm,52
scorer_verifier,password,password,210364
scorer_verifier,password,ransomware,0
scorer_verifier,password,scanning,1
scorer_verifier,password,xss,44
scorer_verifier,ransomware,backdoor,0
scorer_verifier,ransomware,benign,16
scorer_verifier,ransomware,ddos,7
scorer_verifier,ransomware,dos,0
scorer_verifier,ransomware,injection,0
scorer_verifier,ransomware,mitm,0
scorer_verifier,ransomware,password,2
scorer_verifier,ransomware,ransomware,648
scorer_verifier,ransomware,scanning,5
scorer_verifier,ransomware,xss,31
scorer_verifier,scanning,backdoor,0
scorer_verifier,scanning,benign,1758
scorer_verifier,scanning,ddos,11
scorer_verifier,scanning,dos,2
scorer_verifier,scanning,injection,4
scorer_verifier,scanning,mitm,6
scorer_verifier,scanning,password,0
scorer_verifier,scanning,ransomware,0
scorer_verifier,scanning,scanning,4245
scorer_verifier,scanning,xss,3
scorer_verifier,xss,backdoor,0
scorer_verifier,xss,benign,12828
scorer_verifier,xss,ddos,569
scorer_verifier,xss,dos,8
scorer_verifier,xss,injection,2755
scorer_verifier,xss,mitm,36
scorer_verifier,xss,password,66
scorer_verifier,xss,ransomware,0
scorer_verifier,xss,scanning,31
scorer_verifier,xss,xss,327561
