index,class_id,class,family,split_role,pca1,pca2
881769,11,ssh-patator,Credential,Known_Source,-1.413855,1.7518688
881771,11,ssh-patator,Credential,Known_Source,-2.5036564,-0.5836716
882010,11,ssh-patator,Credential,Known_Source,-2.5004413,-0.58296716
882069,9,normal,Normal,Known_Source,-2.3637557,-0.23150001
882562,11,ssh-patator,Credential,Known_Source,-2.520638,-0.5873936
882779,11,ssh-patator,Credential,Known_Source,-1.3877847,1.8242662
882887,11,ssh-patator,Credential,Known_Source,-2.5101025,-0.5850842
883001,9,normal,Normal,Known_Source,-2.2909784,-0.22869772
883451,11,ssh-patator,Credential,Known_Source,-1.3809103,1.7395988
883456,9,normal,Normal,Known_Source,-2.3605027,-0.24387717
883735,11,ssh-patator,Credential,Known_Source,-2.5056806,-0.5841152
883896,11,ssh-patator,Credential,Known_Source,-1.3769962,1.7384857
884299,11,ssh-patator,Credential,Known_Source,-2.5075111,-0.5845164
884473,11,ssh-patator,Credential,Known_Source,-2.5169184,-0.58657837
884748,11,ssh-patator,Credential,Known_Source,-1.3807539,1.7394927
885224,11,ssh-patator,Credential,Known_Source,-2.5051348,-0.5839955
885533,9,normal,Normal,Known_Source,-2.3176277,-0.19452466
885636,11,ssh-patator,Credential,Known_Source,-2.5048726,-0.583938
885867,11,ssh-patator,Credential,Known_Source,-1.3779498,1.7382908
886173,11,ssh-patator,Credential,Known_Source,-1.4251844,1.7559619
887063,11,ssh-patator,Credential,Known_Source,-1.3931179,1.7442319
887065,11,ssh-patator,Credential,Known_Source,-2.518309,-0.5868832
887195,9,normal,Normal,Known_Source,-2.3389974,-0.2810138
887197,9,normal,Normal,Known_Source,-2.4129155,-0.51083344
887469,11,ssh-patator,Credential,Known_Source,-1.3962827,1.7453463
887628,11,ssh-patator,Credential,Known_Source,-2.5062568,-0.5842415
888438,9,normal,Normal,Known_Source,-2.3324773,-0.2796367
888448,11,ssh-patator,Credential,Known_Source,-1.3844541,1.7412148
888578,9,normal,Normal,Known_Source,-2.7325265,-0.55285114
889217,11,ssh-patator,Credential,Known_Source,-1.3791475,1.7391236
889262,11,ssh-patator,Credential,Known_Source,-2.520638,-0.5873936
890248,11,ssh-patator,Credential,Known_Source,-1.3849692,1.7411215
890742,11,ssh-patator,Credential,Known_Source,-2.5056806,-0.5841152
890883,11,ssh-patator,Credential,Known_Source,-1.3754733,1.7378163
891078,11,ssh-patator,Credential,Known_Source,-2.5198262,-0.5872157
891137,11,ssh-patator,Credential,Known_Source,-1.3924637,1.668705
891346,11,ssh-patator,Credential,Known_Source,-2.510102,-0.58508426
891426,11,ssh-patator,Credential,Known_Source,-1.3852143,1.74118
891773,11,ssh-patator,Credential,Known_Source,-1.3786364,1.7392092
892172,11,ssh-patator,Credential,Known_Source,-1.3470722,1.7545244
892502,11,ssh-patator,Credential,Known_Source,-1.3818895,1.7400146
892616,11,ssh-patator,Credential,Known_Source,-2.4999852,-0.5828672
892965,11,ssh-patator,Credential,Known_Source,-1.3768624,1.7655993
893079,11,ssh-patator,Credential,Known_Source,-1.379191,1.6637375
893142,11,ssh-patator,Credential,Known_Source,-2.510102,-0.58508426
893529,11,ssh-patator,Credential,Known_Source,-2.5190506,-0.5870458
893622,9,normal,Normal,Known_Source,-2.3441315,-0.2568559
893807,11,ssh-patator,Credential,Known_Source,-2.4996953,-0.5828039
894711,11,ssh-patator,Credential,Known_Source,-2.5018046,-0.5832659
895103,11,ssh-patator,Credential,Known_Source,-1.3539867,1.7303663
895490,11,ssh-patator,Credential,Known_Source,-1.3660834,1.7305114
895550,11,ssh-patator,Credential,Known_Source,-2.523361,-0.5879827
895806,11,ssh-patator,Credential,Known_Source,-2.4991488,-0.58268404
895911,11,ssh-patator,Credential,Known_Source,-1.3789371,1.761697
896029,11,ssh-patator,Credential,Known_Source,-1.377829,1.7389282
896213,11,ssh-patator,Credential,Known_Source,-2.4993272,-0.5827153
896234,11,ssh-patator,Credential,Known_Source,-2.5101473,-0.5850864
896249,11,ssh-patator,Credential,Known_Source,-1.3704698,1.6613617
896309,11,ssh-patator,Credential,Known_Source,-2.5062568,-0.5842415
896636,11,ssh-patator,Credential,Known_Source,-1.3405802,1.7253693
896810,11,ssh-patator,Credential,Known_Source,-1.368782,1.7636929
897126,9,normal,Normal,Known_Source,-2.3159246,-0.20122442
897242,11,ssh-patator,Credential,Known_Source,-1.3758322,1.7390045
898039,11,ssh-patator,Credential,Known_Source,-2.5041249,-0.58377415
898327,11,ssh-patator,Credential,Known_Source,-2.504617,-0.583882
898412,11,ssh-patator,Credential,Known_Source,-2.503431,-0.5836222
898700,11,ssh-patator,Credential,Known_Source,-1.3285993,1.7211514
899539,11,ssh-patator,Credential,Known_Source,-2.5093033,-0.5849091
899809,11,ssh-patator,Credential,Known_Source,-1.3825151,1.8501604
899857,11,ssh-patator,Credential,Known_Source,-2.5062568,-0.5842415
900384,11,ssh-patator,Credential,Known_Source,-2.5223792,-0.58777535
900556,11,ssh-patator,Credential,Known_Source,-1.3899293,1.7432147
900650,11,ssh-patator,Credential,Known_Source,-2.5051343,-0.5839956
900755,11,ssh-patator,Credential,Known_Source,-1.3526833,1.7282135
901159,11,ssh-patator,Credential,Known_Source,-1.3534907,1.7309153
901297,11,ssh-patator,Credential,Known_Source,-2.5043678,-0.58382744
901601,11,ssh-patator,Credential,Known_Source,-2.5051348,-0.5839955
901760,11,ssh-patator,Credential,Known_Source,-1.3642659,1.733813
902179,11,ssh-patator,Credential,Known_Source,-1.360512,1.814205
902209,11,ssh-patator,Credential,Known_Source,-2.5051348,-0.5839955
902376,11,ssh-patator,Credential,Known_Source,-2.5054038,-0.5840546
902907,9,normal,Normal,Known_Source,-2.3612208,-0.22636306
903081,9,normal,Normal,Known_Source,-2.3794918,-0.28175753
903711,11,ssh-patator,Credential,Known_Source,-2.507848,-0.5845903
903790,11,ssh-patator,Credential,Known_Source,-2.5198262,-0.5872157
903858,11,ssh-patator,Credential,Known_Source,-2.5065572,-0.5843073
905133,9,normal,Normal,Known_Source,-2.6978495,-0.54867285
905245,11,ssh-patator,Credential,Known_Source,-1.3640037,1.7336159
905444,11,ssh-patator,Credential,Known_Source,-1.3530242,1.7297618
905480,11,ssh-patator,Credential,Known_Source,-1.3529772,1.7297566
905596,11,ssh-patator,Credential,Known_Source,-2.5071843,-0.5844447
905865,11,ssh-patator,Credential,Known_Source,-2.5051348,-0.5839955
906073,9,normal,Normal,Known_Source,-2.3159297,-0.20247152
906155,11,ssh-patator,Credential,Known_Source,-2.5036564,-0.5836716
906230,11,ssh-patator,Credential,Known_Source,-2.5233152,-0.5879806
906235,11,ssh-patator,Credential,Known_Source,-2.5085533,-0.5847448
906457,11,ssh-patator,Credential,Known_Source,-2.500134,-0.5828999
906461,11,ssh-patator,Credential,Known_Source,-1.4017955,1.7472507
906729,11,ssh-patator,Credential,Known_Source,-2.5068667,-0.584375
906902,11,ssh-patator,Credential,Known_Source,-1.3616577,1.7332428
907054,11,ssh-patator,Credential,Known_Source,-2.510522,-0.58517617
907108,11,ssh-patator,Credential,Known_Source,-2.5048726,-0.583938
907192,11,ssh-patator,Credential,Known_Source,-2.5036566,-0.5836716
907338,9,normal,Normal,Known_Source,-2.2964427,-0.19118099
907680,11,ssh-patator,Credential,Known_Source,-1.364231,1.6588113
907782,11,ssh-patator,Credential,Known_Source,-1.3758568,1.7382317
907862,11,ssh-patator,Credential,Known_Source,-1.3721267,1.7636213
908134,11,ssh-patator,Credential,Known_Source,-2.4998386,-0.58283526
908201,11,ssh-patator,Credential,Known_Source,-2.5007608,-0.58303726
908534,11,ssh-patator,Credential,Known_Source,-2.499884,-0.5828374
909014,11,ssh-patator,Credential,Known_Source,-1.388203,1.7425208
909330,11,ssh-patator,Credential,Known_Source,-2.5062573,-0.58424145
909421,11,ssh-patator,Credential,Known_Source,-2.5808852,-0.6006019
909539,11,ssh-patator,Credential,Known_Source,-2.4999852,-0.5828672
909805,11,ssh-patator,Credential,Known_Source,-1.4011257,1.7471511
909869,11,ssh-patator,Credential,Known_Source,-2.505965,-0.58417743
910015,11,ssh-patator,Credential,Known_Source,-1.375999,1.8150089
910132,11,ssh-patator,Credential,Known_Source,-1.3884875,1.7383894
910414,9,normal,Normal,Known_Source,-2.871943,-0.5698839
910585,11,ssh-patator,Credential,Known_Source,-2.5071843,-0.5844447
910698,9,normal,Normal,Known_Source,-2.3343027,-0.17188185
911307,9,normal,Normal,Known_Source,-2.3757827,-0.230775
911518,11,ssh-patator,Credential,Known_Source,-1.4232198,1.7328842
911575,11,ssh-patator,Credential,Known_Source,-1.3950943,1.7450056
911640,9,normal,Normal,Known_Source,-2.7411964,-0.5593641
911802,11,ssh-patator,Credential,Known_Source,-2.5038877,-0.5837223
912160,11,ssh-patator,Credential,Known_Source,-1.3775028,1.7344946
912351,11,ssh-patator,Credential,Known_Source,-1.3717586,1.7324816
912736,11,ssh-patator,Credential,Known_Source,-2.5030408,-0.583529
912741,11,ssh-patator,Credential,Known_Source,-1.3762299,1.7925093
912912,11,ssh-patator,Credential,Known_Source,-2.517599,-0.58672756
913226,11,ssh-patator,Credential,Known_Source,-1.3847667,1.7411034
913392,9,normal,Normal,Known_Source,-2.3499496,-0.23816055
913771,11,ssh-patator,Credential,Known_Source,-2.504617,-0.583882
913918,11,ssh-patator,Credential,Known_Source,-2.505681,-0.58411515
914006,11,ssh-patator,Credential,Known_Source,-1.3669602,1.789382
914128,11,ssh-patator,Credential,Known_Source,-2.5078485,-0.5845902
914190,11,ssh-patator,Credential,Known_Source,-1.3793391,1.7395847
914201,11,ssh-patator,Credential,Known_Source,-2.5056806,-0.5841152
914239,11,ssh-patator,Credential,Known_Source,-1.3994578,1.6717149
914265,9,normal,Normal,Known_Source,-2.5155687,-0.5328869
914268,11,ssh-patator,Credential,Known_Source,-2.5051796,-0.5839977
914864,11,ssh-patator,Credential,Known_Source,-2.5032105,-0.58357394
915053,11,ssh-patator,Credential,Known_Source,-1.4097103,1.7725508
915141,9,normal,Normal,Known_Source,-2.958234,-0.62447226
915258,11,ssh-patator,Credential,Known_Source,-2.5093033,-0.5849091
915553,11,ssh-patator,Credential,Known_Source,-2.519051,-0.58704567
915647,11,ssh-patator,Credential,Known_Source,-1.4151205,1.7537011
916224,11,ssh-patator,Credential,Known_Source,-2.5075116,-0.5845164
916276,11,ssh-patator,Credential,Known_Source,-2.5059648,-0.5841775
916319,11,ssh-patator,Credential,Known_Source,-1.4010748,1.7472029
916689,9,normal,Normal,Known_Source,-2.3794131,-0.22623262
917125,9,normal,Normal,Known_Source,-2.7449346,-0.55435115
917314,9,normal,Normal,Known_Source,-2.3819113,-0.1904465
917604,11,ssh-patator,Credential,Known_Source,-2.5025802,-0.58343583
917743,11,ssh-patator,Credential,Known_Source,-2.5048726,-0.583938
917755,11,ssh-patator,Credential,Known_Source,-1.4082457,1.7497293
918112,11,ssh-patator,Credential,Known_Source,-2.5021842,-0.5833489
918133,9,normal,Normal,Known_Source,-2.73841,-0.5565798
918285,9,normal,Normal,Known_Source,-1.9515378,-0.53097665
918672,11,ssh-patator,Credential,Known_Source,-2.5041249,-0.58377415
918803,11,ssh-patator,Credential,Known_Source,-1.3855727,1.796056
918863,11,ssh-patator,Credential,Known_Source,-2.5114038,-0.5853696
919065,11,ssh-patator,Credential,Known_Source,-2.5169184,-0.58657837
919110,11,ssh-patator,Credential,Known_Source,-2.504872,-0.5839381
919392,11,ssh-patator,Credential,Known_Source,-1.3587009,1.7317846
919721,11,ssh-patator,Credential,Known_Source,-2.5056806,-0.5841152
919764,11,ssh-patator,Credential,Known_Source,-1.4071089,1.7494097
919802,11,ssh-patator,Credential,Known_Source,-1.3971109,1.7459358
919898,11,ssh-patator,Credential,Known_Source,-2.4996958,-0.58280385
920133,11,ssh-patator,Credential,Known_Source,-1.3887061,1.7427654
920663,9,normal,Normal,Known_Source,-2.4876559,-0.58032894
920737,11,ssh-patator,Credential,Known_Source,-2.521488,-0.5875799
920780,11,ssh-patator,Credential,Known_Source,-2.5085533,-0.5847448
921651,11,ssh-patator,Credential,Known_Source,-1.3789248,1.7887087
921686,11,ssh-patator,Credential,Known_Source,-1.38344,1.8175801
921866,11,ssh-patator,Credential,Known_Source,-2.5004408,-0.5829672
922350,11,ssh-patator,Credential,Known_Source,-2.4998386,-0.58283526
922631,11,ssh-patator,Credential,Known_Source,-1.3556203,1.7305278
922722,11,ssh-patator,Credential,Known_Source,-1.3581239,1.6784666
922902,9,normal,Normal,Known_Source,-2.8935208,0.5417567
923300,11,ssh-patator,Credential,Known_Source,-2.5065575,-0.58430725
923373,11,ssh-patator,Credential,Known_Source,-1.40762,1.776307
924689,11,ssh-patator,Credential,Known_Source,-1.3866345,1.742059
924802,11,ssh-patator,Credential,Known_Source,-2.5065575,-0.58430725
924947,11,ssh-patator,Credential,Known_Source,-1.3831015,1.7407507
925066,11,ssh-patator,Credential,Known_Source,-2.4999847,-0.58286726
925128,9,normal,Normal,Known_Source,-2.8303523,-0.5772401
925222,11,ssh-patator,Credential,Known_Source,-2.5002859,-0.58293325
925355,11,ssh-patator,Credential,Known_Source,-2.510102,-0.58508426
925736,11,ssh-patator,Credential,Known_Source,-1.3616623,1.7329946
925790,9,normal,Normal,Known_Source,7.552159,-3.9487352
925934,9,normal,Normal,Known_Source,-2.3888512,-0.19854777
926033,11,ssh-patator,Credential,Known_Source,-1.3408726,1.7257009
926464,11,ssh-patator,Credential,Known_Source,-2.5300887,-0.5894653
926995,11,ssh-patator,Credential,Known_Source,-1.3810165,1.7410066
927042,11,ssh-patator,Credential,Known_Source,-2.5183096,-0.5868832
927298,11,ssh-patator,Credential,Known_Source,-2.5547168,-0.5948649
927436,11,ssh-patator,Credential,Known_Source,-1.3607868,1.732407
927708,11,ssh-patator,Credential,Known_Source,-1.379036,1.7393512
928481,11,ssh-patator,Credential,Known_Source,-2.519096,-0.58704793
928801,11,ssh-patator,Credential,Known_Source,-2.5054038,-0.5840546
928928,11,ssh-patator,Credential,Known_Source,-1.3695282,1.7353755
929001,11,ssh-patator,Credential,Known_Source,-2.5183096,-0.5868832
929451,9,normal,Normal,Known_Source,-2.7406313,-0.6113025
929503,11,ssh-patator,Credential,Known_Source,-2.5139015,-0.5859169
929619,11,ssh-patator,Credential,Known_Source,-1.3554572,1.7302266
929802,11,ssh-patator,Credential,Known_Source,-1.3390995,1.7566249
930523,11,ssh-patator,Credential,Known_Source,-1.3567117,1.7625563
930613,11,ssh-patator,Credential,Known_Source,-1.3424119,1.7036816
930668,11,ssh-patator,Credential,Known_Source,-2.5036564,-0.5836716
930716,11,ssh-patator,Credential,Known_Source,-2.5065572,-0.5843073
931000,11,ssh-patator,Credential,Known_Source,-2.4992814,-0.5827132
931020,11,ssh-patator,Credential,Known_Source,-2.504872,-0.5839381
931155,11,ssh-patator,Credential,Known_Source,-1.3411238,1.7573175
931472,11,ssh-patator,Credential,Known_Source,-2.5051348,-0.5839955
932489,11,ssh-patator,Credential,Known_Source,-1.3087155,1.7407265
933267,11,ssh-patator,Credential,Known_Source,-1.3139685,1.7426529
933532,11,ssh-patator,Credential,Known_Source,-2.4992816,-0.5827131
933615,11,ssh-patator,Credential,Known_Source,-2.516266,-0.5864352
933723,11,ssh-patator,Credential,Known_Source,-2.4989357,-0.5826296
933757,11,ssh-patator,Credential,Known_Source,-1.3274578,1.6453031
933896,11,ssh-patator,Credential,Known_Source,-1.3326422,1.722642
933921,11,ssh-patator,Credential,Known_Source,-1.3320652,1.7494037
933945,11,ssh-patator,Credential,Known_Source,-2.5314565,-0.5897653
934212,11,ssh-patator,Credential,Known_Source,-2.4547155,-0.5844045
934452,11,ssh-patator,Credential,Known_Source,-1.3320426,1.7506173
934568,11,ssh-patator,Credential,Known_Source,-2.5048726,-0.583938
934604,11,ssh-patator,Credential,Known_Source,-2.5041249,-0.58377415
935300,9,normal,Normal,Known_Source,-2.3652103,-0.22833098
935366,9,normal,Normal,Known_Source,-2.3080566,-0.17810225
935394,11,ssh-patator,Credential,Known_Source,-2.4988904,-0.5826274
935615,11,ssh-patator,Credential,Known_Source,-1.344288,1.6513834
935684,11,ssh-patator,Credential,Known_Source,-2.4998386,-0.58283526
935849,11,ssh-patator,Credential,Known_Source,-1.3977792,1.738797
935869,11,ssh-patator,Credential,Known_Source,-1.3270794,1.7203465
936073,11,ssh-patator,Credential,Known_Source,-2.500134,-0.5828999
936085,11,ssh-patator,Credential,Known_Source,-2.517599,-0.58672756
936468,11,ssh-patator,Credential,Known_Source,-1.3628242,1.7320418
937095,11,ssh-patator,Credential,Known_Source,-1.350873,1.7556272
937107,11,ssh-patator,Credential,Known_Source,-1.3515704,1.7245865
937187,11,ssh-patator,Credential,Known_Source,-1.3568193,1.7314382
937560,9,normal,Normal,Known_Source,3.7564924,-0.16084594
937620,11,ssh-patator,Credential,Known_Source,-2.5175993,-0.5867275
938263,11,ssh-patator,Credential,Known_Source,-2.5051348,-0.5839955
938470,11,ssh-patator,Credential,Known_Source,-2.5198262,-0.5872157
938704,9,normal,Normal,Known_Source,-2.367038,-0.24186191
939010,11,ssh-patator,Credential,Known_Source,-1.3325015,1.8040172
939389,11,ssh-patator,Credential,Known_Source,-2.4996953,-0.5828039
939649,11,ssh-patator,Credential,Known_Source,-2.5078933,-0.58459246
939977,11,ssh-patator,Credential,Known_Source,-2.507184,-0.5844447
940105,11,ssh-patator,Credential,Known_Source,-2.504617,-0.583882
940542,11,ssh-patator,Credential,Known_Source,-2.503888,-0.58372223
940861,9,normal,Normal,Known_Source,-2.341154,-0.25843138
940894,11,ssh-patator,Credential,Known_Source,-1.3510578,1.7066977
941213,11,ssh-patator,Credential,Known_Source,-2.5016215,-0.58322567
941304,11,ssh-patator,Credential,Known_Source,-2.4992816,-0.5827131
941407,11,ssh-patator,Credential,Known_Source,-1.3591751,1.7866583
941570,11,ssh-patator,Credential,Known_Source,-1.3643194,1.7298704
942074,11,ssh-patator,Credential,Known_Source,-1.3371501,1.7240163
942359,11,ssh-patator,Credential,Known_Source,-1.1503878,2.2813447
942623,11,ssh-patator,Credential,Known_Source,-1.0716741,2.368512
942872,11,ssh-patator,Credential,Known_Source,-2.5038877,-0.5837223
942946,11,ssh-patator,Credential,Known_Source,-2.5016215,-0.58322567
943003,9,normal,Normal,Known_Source,-2.308987,-0.17278561
943258,11,ssh-patator,Credential,Known_Source,-2.5004413,-0.58296716
943585,9,normal,Normal,Known_Source,-2.31821,-0.1991953
943612,11,ssh-patator,Credential,Known_Source,-1.3632734,1.7559056
943762,11,ssh-patator,Credential,Known_Source,-1.3597698,1.7369974
943772,9,normal,Normal,Known_Source,-2.290725,-0.20528334
944407,11,ssh-patator,Credential,Known_Source,-1.3757459,1.6629035
945040,9,normal,Normal,Known_Source,-2.2213676,-0.56001836
945185,11,ssh-patator,Credential,Known_Source,-2.5085533,-0.5847448
945306,11,ssh-patator,Credential,Known_Source,-1.369582,1.7357545
945824,11,ssh-patator,Credential,Known_Source,-1.1320343,2.138922
946565,11,ssh-patator,Credential,Known_Source,-1.2186557,2.2381608
946820,11,ssh-patator,Credential,Known_Source,-2.5150375,-0.58616585
946832,9,normal,Normal,Known_Source,-2.3729188,-0.21683022
947343,11,ssh-patator,Credential,Known_Source,-2.500926,-0.5830733
948757,11,ssh-patator,Credential,Known_Source,-2.5018048,-0.58326584
948759,11,ssh-patator,Credential,Known_Source,-2.4992816,-0.5827131
949063,11,ssh-patator,Credential,Known_Source,-2.5056806,-0.5841152
949489,11,ssh-patator,Credential,Known_Source,-2.505449,-0.58405674
949597,11,ssh-patator,Credential,Known_Source,-1.4068305,1.7491424
949706,11,ssh-patator,Credential,Known_Source,-1.389657,1.7697812
949844,11,ssh-patator,Credential,Known_Source,-1.3884255,1.7917727
949960,11,ssh-patator,Credential,Known_Source,-2.5156393,-0.5862979
950022,11,ssh-patator,Credential,Known_Source,-2.5329106,-0.590084
950118,9,normal,Normal,Known_Source,-2.2929273,-0.19507495
950128,11,ssh-patator,Credential,Known_Source,-2.4987645,-0.5825999
950404,11,ssh-patator,Credential,Known_Source,-2.5175993,-0.5867275
950515,11,ssh-patator,Credential,Known_Source,-1.4319509,1.6833143
951090,11,ssh-patator,Credential,Known_Source,-1.414659,1.8015705
951557,11,ssh-patator,Credential,Known_Source,-2.5264273,-0.5886628
951801,11,ssh-patator,Credential,Known_Source,-2.5038877,-0.5837223
951825,11,ssh-patator,Credential,Known_Source,-1.30186,2.148181
952085,11,ssh-patator,Credential,Known_Source,-1.38299,1.7914219
952114,9,normal,Normal,Known_Source,-2.3741395,-0.29072192
952269,11,ssh-patator,Credential,Known_Source,-1.3899653,1.7432088
952819,11,ssh-patator,Credential,Known_Source,-2.5025806,-0.5834358
952844,11,ssh-patator,Credential,Known_Source,-1.4019595,1.74734
952871,11,ssh-patator,Credential,Known_Source,-2.5093033,-0.5849091
953108,11,ssh-patator,Credential,Known_Source,-1.4023006,1.7431092
953245,11,ssh-patator,Credential,Known_Source,-1.4017581,1.7250082
953301,11,ssh-patator,Credential,Known_Source,-2.4990184,-0.58265543
953523,9,normal,Normal,Known_Source,-2.3904798,-0.27739075
955159,11,ssh-patator,Credential,Known_Source,-2.5032105,-0.58357394
955258,11,ssh-patator,Credential,Known_Source,-2.5096962,-0.58499527
955779,11,ssh-patator,Credential,Known_Source,-1.3841311,1.7681262
956125,9,normal,Normal,Known_Source,-2.3533676,-0.12109733
956958,9,normal,Normal,Known_Source,-2.360936,-0.22395217
957384,9,normal,Normal,Known_Source,-2.3657756,-0.2043137
957562,11,ssh-patator,Credential,Known_Source,-1.3200735,2.0611515
957760,11,ssh-patator,Credential,Known_Source,-2.5223796,-0.58777535
958012,11,ssh-patator,Credential,Known_Source,-2.5096967,-0.5849952
958339,11,ssh-patator,Credential,Known_Source,-2.5075116,-0.5845164
958348,11,ssh-patator,Credential,Known_Source,-2.5198267,-0.58721566
958413,11,ssh-patator,Credential,Known_Source,-2.4972148,-0.58226067
958695,11,ssh-patator,Credential,Known_Source,-2.499018,-0.5826555
959135,11,ssh-patator,Credential,Known_Source,-1.3659778,1.9760755
959223,11,ssh-patator,Credential,Known_Source,-2.5007608,-0.58303726
959349,11,ssh-patator,Credential,Known_Source,-1.3605165,1.8871179
959889,11,ssh-patator,Credential,Known_Source,-1.3890347,1.6678368
960268,11,ssh-patator,Credential,Known_Source,-2.5300887,-0.5894653
960573,11,ssh-patator,Credential,Known_Source,-2.5005996,-0.5830018
960940,11,ssh-patator,Credential,Known_Source,-1.358807,1.7319365
961779,11,ssh-patator,Credential,Known_Source,-2.4969273,-0.58219755
961919,11,ssh-patator,Credential,Known_Source,-2.5075116,-0.5845164
962030,11,ssh-patator,Credential,Known_Source,-2.499555,-0.58277303
962312,9,normal,Normal,Known_Source,-2.3501546,-0.24676514
962338,9,normal,Normal,Known_Source,-2.2887833,-0.20662695
963443,11,ssh-patator,Credential,Known_Source,-1.3542833,1.7257373
963553,9,normal,Normal,Known_Source,-2.2850282,-0.21032956
963745,11,ssh-patator,Credential,Known_Source,-2.515037,-0.58616596
963911,11,ssh-patator,Credential,Known_Source,-2.5081954,-0.5846664
964262,11,ssh-patator,Credential,Known_Source,-1.3301916,1.7710872
965032,9,normal,Normal,Known_Source,-2.340234,-0.25570264
965172,9,normal,Normal,Known_Source,0.29257017,-0.099900804
965485,11,ssh-patator,Credential,Known_Source,-1.3698206,1.7585998
965589,11,ssh-patator,Credential,Known_Source,-1.3590937,1.7815592
965783,11,ssh-patator,Credential,Known_Source,-2.5062573,-0.58424145
966332,11,ssh-patator,Credential,Known_Source,-1.3360556,1.7238004
966435,11,ssh-patator,Credential,Known_Source,-2.504872,-0.5839381
966893,9,normal,Normal,Known_Source,-2.217144,-0.55956376
967411,11,ssh-patator,Credential,Known_Source,-2.4978342,-0.58239627
967680,11,ssh-patator,Credential,Known_Source,-1.3108091,1.8777231
967772,11,ssh-patator,Credential,Known_Source,-1.3151426,1.8290389
968423,11,ssh-patator,Credential,Known_Source,-1.3590841,1.7322137
968514,11,ssh-patator,Credential,Known_Source,-2.503888,-0.58372223
968801,11,ssh-patator,Credential,Known_Source,-2.4992816,-0.5827131
969008,11,ssh-patator,Credential,Known_Source,-2.5085537,-0.58474475
969379,11,ssh-patator,Credential,Known_Source,-2.49881,-0.5826021
969758,11,ssh-patator,Credential,Known_Source,-1.3579801,1.6565361
969832,11,ssh-patator,Credential,Known_Source,-1.3726047,1.7864889
969913,11,ssh-patator,Credential,Known_Source,-1.3718019,1.7875249
970428,11,ssh-patator,Credential,Known_Source,-2.5032105,-0.58357394
970470,11,ssh-patator,Credential,Known_Source,-2.5025802,-0.58343583
970616,11,ssh-patator,Credential,Known_Source,-2.5198262,-0.5872157
970884,11,ssh-patator,Credential,Known_Source,-1.1945338,2.1855588
970968,11,ssh-patator,Credential,Known_Source,-1.178466,2.263301
971189,11,ssh-patator,Credential,Known_Source,-1.1779438,2.263133
971222,11,ssh-patator,Credential,Known_Source,-1.1941626,2.1854124
971598,9,normal,Normal,Known_Source,-2.375374,-0.20410852
971873,11,ssh-patator,Credential,Known_Source,-1.3811888,1.7357376
972386,11,ssh-patator,Credential,Known_Source,-2.5085537,-0.58474475
972403,11,ssh-patator,Credential,Known_Source,-2.501266,-0.5831479
972631,11,ssh-patator,Credential,Known_Source,-2.509303,-0.58490914
972864,11,ssh-patator,Credential,Known_Source,-1.3718522,1.7157391
973106,11,ssh-patator,Credential,Known_Source,-2.509303,-0.58490914
973140,11,ssh-patator,Credential,Known_Source,-1.3507313,1.7291421
973225,11,ssh-patator,Credential,Known_Source,-1.3459946,1.7231106
973295,9,normal,Normal,Known_Source,-2.7459095,-0.5528792
973593,11,ssh-patator,Credential,Known_Source,-1.3738289,1.7149208
973632,11,ssh-patator,Credential,Known_Source,-1.3695902,1.7626088
973644,11,ssh-patator,Credential,Known_Source,-1.3673046,1.7842387
973646,11,ssh-patator,Credential,Known_Source,-1.3690645,1.7848629
973820,9,normal,Normal,Known_Source,-2.2904866,-0.20537558
974149,11,ssh-patator,Credential,Known_Source,-2.5062568,-0.5842415
974901,11,ssh-patator,Credential,Known_Source,-1.3499099,1.7561352
975996,9,normal,Normal,Known_Source,-1.40924,1.2661221
980397,9,normal,Normal,Known_Source,-1.6341026,1.1698005
984297,9,normal,Normal,Known_Source,-2.3174713,-0.23816961
984301,9,normal,Normal,Known_Source,-2.3278983,-0.2254709
986160,9,normal,Normal,Known_Source,-2.4451663,-0.51134825
988080,9,normal,Normal,Known_Source,-2.2150502,-0.36102656
994547,9,normal,Normal,Known_Source,2.6836603,1.8441631
995611,9,normal,Normal,Known_Source,4.700989,-4.038729
997746,9,normal,Normal,Known_Source,-2.5058527,-0.4749069
1000809,9,normal,Normal,Known_Source,-2.3028972,-0.19158517
1001006,9,normal,Normal,Known_Source,-2.288305,0.08978098
1001794,5,dos-slowloris,DoS,Known_Source,-2.2006075,-0.4713906
1001795,5,dos-slowloris,DoS,Known_Source,-2.0983658,-0.19166273
1001796,5,dos-slowloris,DoS,Known_Source,-1.3054242,0.87199473
1001799,5,dos-slowloris,DoS,Known_Source,-2.2526405,0.2759107
1001801,5,dos-slowloris,DoS,Known_Source,-2.2526352,0.27590692
1001804,5,dos-slowloris,DoS,Known_Source,-2.1946437,0.13402934
1001808,5,dos-slowloris,DoS,Known_Source,-2.194597,0.13401268
1001811,5,dos-slowloris,DoS,Known_Source,-2.1945548,0.13399506
1001833,5,dos-slowloris,DoS,Known_Source,-2.1942837,0.13383967
1001838,5,dos-slowloris,DoS,Known_Source,-2.194168,0.13384375
1001848,5,dos-slowloris,DoS,Known_Source,-2.194089,0.1338113
1001851,5,dos-slowloris,DoS,Known_Source,-2.1940188,0.1337842
